NoseX,NoseY,NoseC,NeckX,NeckY,NeckC,RShoulderX,RShoulderY,RShoulderC,RElbowX,RElbowY,RElbowC,RWristX,RWristY,RWristC,LShoulderX,LShoulderY,LShoulderC,LElbowX,LElbowY,LElbowC,LWristX,LWristY,LWristC,MidHipX,MidHipY,MidHipC,RHipX,RHipY,RHipC,RKneeX,RKneeY,RKneeC,RAnkleX,RAnkleY,RAnkleC,LHipX,LHipY,LHipC,LKneeX,LKneeY,LKneeC,LAnkleX,LAnkleY,LAnkleC,REyeX,REyeY,REyeC,LEyeX,LEyeY,LEyeC,REarX,REarY,REarC,LEarX,LEarY,LEarC,LBigToeX,LBigToeY,LBigToeC,LSmallToeX,LSmallToeY,LSmallToeC,LHeelX,LHeelY,LHeelC,RBigToeX,RBigToeY,RBigToeC,RSmallToeX,RSmallToeY,RSmallToeC,RHeelX,RHeelY,RHeelC,Label
0.58289,0.327912,0.940628,0.515654,0.367032,0.910343,0.419564,0.330771,0.801022,0.248001,0.302848,0.888546,0.0805019,0.319409,0.847346,0.595386,0.395053,0.817431,0.658197,0.487274,0.77254,0.783685,0.529306,0.871645,0.448697,0.534834,0.713936,0.390263,0.526418,0.656867,0.348371,0.45657,0.923173,0.356932,0.646628,0.675018,0.4908,0.545938,0.682393,0.674811,0.50401,0.899796,0.632917,0.683053,0.688782,0.578518,0.305532,0.90298,0.611974,0.322312,0.887721,0.520065,0.291554,0.797638,0,0,0,0.725011,0.705467,0.693965,0.729191,0.702455,0.673624,0.599536,0.708243,0.588276,0.340113,0.680112,0.530245,0.310787,0.674605,0.574325,0.394531,0.666225,0.52004,0
0.602916,0.118429,0.929229,0.599177,0.143014,0.928516,0.570307,0.142925,0.882934,0.530563,0.161838,0.859334,0.499762,0.175544,0.872393,0.628099,0.143018,0.887688,0.662501,0.120997,0.854677,0.696854,0.104699,0.79905,0.572097,0.290007,0.819032,0.553986,0.276436,0.765517,0.543123,0.300869,0.758756,0.49621,0.442576,0.786421,0.593824,0.295454,0.747796,0.62806,0.330826,0.791404,0.573932,0.447978,0.803851,0.599272,0.102098,0.930694,0.613698,0.110167,0.908327,0.584784,0.0993665,0.8418,0.619165,0.115543,0.327915,0.602858,0.477981,0.335864,0.601115,0.469812,0.370874,0.561252,0.453475,0.572813,0.512459,0.475248,0.671781,0.496172,0.472537,0.660383,0.485329,0.448103,0.596635,0
0.527755,0.183459,0.918029,0.572093,0.213285,0.78279,0.435449,0.224263,0.70254,0.302814,0.305926,0.573998,0.234288,0.398558,0.657077,0.716936,0.207781,0.720661,0.990368,0.254211,0.368465,0,0,0,0.560076,0.379586,0.737013,0.475717,0.379467,0.694212,0.536036,0.428531,0.726384,0.467709,0.611138,0.54719,0.632534,0.382224,0.716883,0.684721,0.428668,0.745328,0.592086,0.622079,0.666784,0.495795,0.164236,0.891358,0.551974,0.161474,0.853249,0.46341,0.164305,0.053971,0.624343,0.139831,0.768774,0.596275,0.687391,0.32635,0.624446,0.681951,0.383569,0.556074,0.641038,0.367765,0.491681,0.671095,0.223903,0.439511,0.662878,0.215401,0.471579,0.638363,0.247036,0
0.576498,0.379883,0.903998,0.545874,0.382505,0.91114,0.519383,0.37169,0.790866,0.484698,0.415192,0.78151,0.525478,0.404343,0.844262,0.572439,0.396143,0.800144,0.609132,0.404311,0.863644,0.643835,0.407055,0.819452,0.496842,0.491522,0.788198,0.480564,0.488819,0.819216,0.529563,0.437035,0.83686,0.529475,0.548625,0.797582,0.511172,0.496869,0.676636,0.574445,0.458823,0.821616,0.592844,0.556731,0.869868,0.570403,0.374311,0.79916,0.578556,0.374375,0.393487,0.556085,0.360897,0.825605,0,0,0,0.615277,0.564973,0.55368,0.615259,0.556818,0.608906,0.582645,0.567679,0.632403,0.545911,0.556807,0.590553,0.531674,0.556937,0.559971,0.523427,0.554132,0.563206,0
0.435499,0.263595,0.753148,0.450078,0.23319,0.873219,0.391205,0.252614,0.794065,0.330377,0.338171,0.844352,0.310194,0.437594,0.821606,0.50717,0.211206,0.750287,0.551446,0.167048,0.626449,0.614014,0.150303,0.707931,0.448278,0.423851,0.774349,0.417001,0.410052,0.725851,0.378336,0.44588,0.804042,0.376453,0.653048,0.723613,0.477812,0.432153,0.763629,0.505418,0.603387,0.762297,0.509137,0.818813,0.671167,0.426208,0.252513,0.716852,0.448335,0.252563,0.759177,0.409642,0.222119,0.25262,0.470406,0.213976,0.696688,0.549545,0.904503,0.65217,0.551405,0.89352,0.644116,0.496212,0.832619,0.625219,0.393079,0.683494,0.458895,0.374684,0.68354,0.463658,0.374621,0.661424,0.451253,0
0.441066,0.27082,0.429474,0.372222,0.268094,0.826809,0.410183,0.28448,0.797009,0.38484,0.317224,0.791195,0.368487,0.35798,0.842658,0.341347,0.248985,0.766585,0.265278,0.311623,0.76168,0.236262,0.412457,0.800632,0.299726,0.466978,0.669991,0.326909,0.483224,0.584691,0.430119,0.551278,0.785171,0.413762,0.744759,0.712272,0.277917,0.450658,0.602729,0.353992,0.445106,0.207772,0.326874,0.535052,0.559501,0.446453,0.257168,0.5563,0,0,0,0.437397,0.238199,0.847271,0,0,0,0.363063,0.554089,0.223309,0.359499,0.554091,0.203855,0.312399,0.551307,0.46018,0.471794,0.76929,0.678041,0.459167,0.77464,0.676798,0.399331,0.766572,0.726431,0
0.252044,0.311796,0.915008,0.225059,0.314596,0.908085,0.203289,0.314409,0.818584,0.154482,0.290051,0.844125,0.121939,0.260083,0.85845,0.250307,0.317303,0.872574,0.272008,0.317153,0.802143,0.28468,0.314514,0.859192,0.203282,0.437127,0.764373,0.188832,0.431726,0.754664,0.237559,0.475332,0.864601,0.234017,0.578819,0.526816,0.217723,0.439858,0.738038,0.225022,0.551574,0.843142,0.219559,0.644356,0.697218,0.246694,0.298206,0.861559,0.253853,0.298204,0.671308,0.23037,0.292698,0.896022,0,0,0,0.241254,0.682309,0.224426,0.241263,0.671492,0.238497,0.210484,0.663295,0.658953,0.253887,0.603366,0.254255,0.250292,0.608806,0.193704,0.221326,0.638732,0.104268,0
0.550643,0.554031,0.910998,0.598757,0.556527,0.865962,0.57286,0.572926,0.77215,0.528258,0.616559,0.578015,0.465186,0.624751,0.438681,0.62469,0.537656,0.821497,0.602397,0.592021,0.815419,0.50598,0.619365,0.797526,0.669481,0.641204,0.718839,0.647047,0.662804,0.687553,0.613643,0.749956,0.830498,0.710202,0.821054,0.786392,0.695317,0.624784,0.715217,0.580374,0.613837,0.835503,0.59506,0.703718,0.75557,0.546718,0.553898,0.689103,0.550655,0.545714,0.864761,0,0,0,0.576496,0.529322,0.86562,0.550446,0.703726,0.321076,0.558022,0.709267,0.339654,0.606198,0.706563,0.57092,0.72884,0.880767,0.752948,0.728675,0.875461,0.692892,0.73247,0.821042,0.775048,0
0.679202,0.171294,0.152555,0.725531,0.190687,0.695018,0.70923,0.201607,0.532387,0.652012,0.190595,0.291978,0.597584,0.124534,0.330915,0.733842,0.187738,0.817498,0.663011,0.184942,0.838506,0.597397,0.119038,0.8215,0.755571,0.369401,0.629347,0.755538,0.383122,0.513912,0.657483,0.366636,0.664493,0.64393,0.490384,0.735937,0.761018,0.361171,0.657988,0.662843,0.295056,0.917822,0.61926,0.429999,0.780653,0,0,0,0.673849,0.160287,0.274074,0,0,0,0.701015,0.157594,0.731551,0.553938,0.424295,0.678579,0.564832,0.432612,0.624733,0.621926,0.451923,0.605127,0.616578,0.493218,0.219715,0.621962,0.493232,0.194918,0.649329,0.501366,0.582944,0
0.344127,0.270748,0.792204,0.310802,0.276247,0.909723,0.264694,0.273481,0.816915,0.222888,0.25964,0.877949,0.285794,0.253994,0.876703,0.352471,0.276293,0.926061,0.407007,0.276378,0.843912,0.423791,0.27628,0.867993,0.2858,0.345815,0.815229,0.256449,0.345821,0.798202,0.252412,0.323542,0.901959,0.260542,0.41538,0.860056,0.319006,0.345782,0.797735,0.411149,0.320654,0.872323,0.394408,0.40707,0.851084,0.331711,0.259691,0.747932,0.348338,0.26234,0.644558,0.314797,0.256736,0.759638,0,0,0,0.457304,0.429299,0.837027,0.457186,0.41548,0.804256,0.381852,0.412758,0.845102,0.285833,0.432224,0.807856,0.260645,0.434946,0.789968,0.256435,0.426606,0.712077,0
0.420566,0.499879,0.836773,0.391143,0.516279,0.864765,0.389154,0.56046,0.862884,0.416782,0.632048,0.802876,0.446211,0.698242,0.644356,0.400225,0.472207,0.737988,0.376388,0.406155,0.839815,0.359767,0.348236,0.88363,0.446281,0.557582,0.841843,0.433327,0.579596,0.803623,0.426039,0.626519,0.810898,0.464772,0.69546,0.780242,0.460965,0.535561,0.790319,0.486795,0.60723,0.82386,0.527285,0.695389,0.828826,0.416741,0.499869,0.745553,0.418633,0.491535,0.231382,0.394727,0.519004,0.834759,0,0,0,0.506958,0.72568,0.653636,0.519864,0.722926,0.655594,0.538338,0.703663,0.799718,0.477528,0.717541,0.579327,0.464667,0.725678,0.571779,0.477615,0.700867,0.511822,0
0.58715,0.254655,0.941831,0.616131,0.237849,0.865831,0.524165,0.232233,0.825194,0.411076,0.201575,0.801558,0.310778,0.257453,0.902637,0.695734,0.251779,0.816346,0.829716,0.223941,0.747697,0.971917,0.218369,0.773201,0.549079,0.382965,0.820833,0.494919,0.368916,0.783139,0.511487,0.433187,0.859243,0.448859,0.553148,0.827698,0.587044,0.394123,0.821106,0.616125,0.547403,0.841276,0.587104,0.675823,0.833721,0.582707,0.237914,0.913838,0.616237,0.243465,0.920373,0.561878,0.223914,0.398224,0.649841,0.23241,0.972072,0.649773,0.712112,0.756019,0.653964,0.703625,0.787456,0.578419,0.68151,0.660703,0.503333,0.592104,0.828722,0.469746,0.592191,0.748747,0.432182,0.564182,0.723049,0
0.566425,0.101239,0.868078,0.50357,0.0984332,0.751432,0.386568,0.0316941,0.663909,0.248451,0.00788998,0.090363,0,0,0,0.612231,0.162423,0.751207,0.587178,0.279493,0.773705,0.541299,0.368458,0.402783,0.432406,0.298751,0.694726,0.361333,0.279475,0.641898,0.252712,0.23491,0.85614,0.382426,0.477071,0.737122,0.507734,0.304465,0.678686,0.649869,0.393508,0.857201,0.817385,0.543817,0.774536,0.55791,0.0734391,0.925569,0.612246,0.095675,0.885627,0.516053,0.0287968,0.816348,0,0,0,0.917762,0.568913,0.638633,0.922013,0.560522,0.672286,0.813253,0.568927,0.588689,0.286062,0.540998,0.425454,0.286133,0.524436,0.485499,0.420014,0.49656,0.570385,0
0.558066,0.320031,0.882714,0.516276,0.320076,0.933438,0.482464,0.300682,0.911456,0.411485,0.300847,0.926162,0.415733,0.34506,0.948134,0.558001,0.328548,0.859112,0.620977,0.370103,0.933358,0.687716,0.411898,0.921345,0.386489,0.375734,0.753326,0.361326,0.367468,0.835906,0.482596,0.409047,0.967788,0.432507,0.511669,0.804857,0.415706,0.386677,0.646795,0.537098,0.384065,0.902028,0.482667,0.49228,0.845015,0.553954,0.303572,0.892655,0.574698,0.314561,0.66553,0.528713,0.28963,0.82543,0,0,0,0.537013,0.503324,0.854871,0.528645,0.497854,0.845648,0.470157,0.497904,0.500161,0.491054,0.539369,0.803274,0.465994,0.5421,0.734672,0.415688,0.519975,0.911954,0
0,0,0,0.415302,0.151019,0.844883,0.490757,0.164921,0.838027,0.653802,0.167718,0.93075,0.816982,0.187208,0.907829,0.327591,0.145427,0.807385,0.206098,0.142587,0.852614,0.172707,0.176113,0.812953,0.31491,0.315208,0.71988,0.361038,0.317944,0.660133,0.591182,0.337547,0.842665,0.687478,0.462744,0.814318,0.256457,0.309671,0.706604,0.356829,0.295756,0.386756,0.331649,0.423814,0.725115,0,0,0,0,0,0,0.490781,0.14261,0.65907,0.432091,0.120578,0.296612,0.382048,0.432154,0.495352,0.377624,0.432032,0.438599,0.31907,0.443271,0.71913,0.725126,0.437688,0.673684,0.741729,0.451542,0.675979,0.68734,0.482267,0.813889,0
0,0,0,0.337887,0.310469,0.730461,0.400758,0.299065,0.709232,0.490321,0.324378,0.831544,0.552941,0.349863,0.907526,0.27065,0.330129,0.789342,0.25279,0.439693,0.816561,0.266309,0.518503,0.865776,0.414276,0.372264,0.81346,0.472491,0.37238,0.786748,0.409753,0.414397,0.845278,0.387172,0.49885,0.68759,0.364782,0.37222,0.739788,0.261756,0.453817,0.824187,0.199108,0.566336,0.826248,0,0,0,0,0,0,0,0,0,0.279693,0.304716,0.0993646,0.194414,0.563513,0.409666,0.172019,0.569134,0.538722,0.198968,0.577667,0.806821,0.378168,0.532598,0.59196,0.400673,0.529834,0.592552,0.387253,0.524193,0.596436,0
0.389021,0.376765,0.852588,0.382396,0.352234,0.880922,0.329407,0.33043,0.795391,0.279613,0.251557,0.946406,0.352411,0.226948,0.920211,0.435356,0.36865,0.869904,0.481774,0.425829,0.908562,0.44212,0.445056,0.927936,0.379077,0.466577,0.860095,0.339228,0.463996,0.796355,0.385553,0.485708,0.885417,0.382395,0.605746,0.8025,0.412288,0.466633,0.807034,0.521736,0.510336,0.919316,0.544849,0.619339,0.900081,0.382248,0.363288,0.835406,0.405469,0.360612,0.746292,0.355752,0.35232,0.673997,0.412022,0.346788,0.451619,0.594614,0.641049,0.832759,0.597818,0.632879,0.775207,0.538123,0.63561,0.788736,0.405455,0.641188,0.791377,0.379004,0.641074,0.765115,0.382238,0.616618,0.680132,0
0.621213,0.15307,0.823995,0.632159,0.136466,0.870995,0.562149,0.122579,0.857572,0.451571,0.153082,0.843794,0.340674,0.16703,0.903669,0.694932,0.144917,0.890237,0.742953,0.186361,0.831135,0.765173,0.211107,0.832876,0.576896,0.272034,0.808608,0.540142,0.258163,0.758896,0.481053,0.211142,0.93297,0.362829,0.349485,0.761707,0.61033,0.277672,0.735192,0.70247,0.26104,0.822529,0.595432,0.388155,0.750062,0.606633,0.141987,0.91706,0.636103,0.144747,0.926826,0.599119,0.117152,0.486046,0.665536,0.131015,0.492521,0.588035,0.448984,0.538119,0.602941,0.440727,0.575194,0.562233,0.388218,0.624846,0.311273,0.352301,0.675224,0.307437,0.34404,0.759383,0.366577,0.374366,0.70029,0
0.65836,0.265461,0.877411,0.587184,0.285009,0.912776,0.549453,0.259933,0.899514,0.453508,0.268238,0.862437,0.373893,0.271046,0.857835,0.625009,0.312759,0.852974,0.64997,0.382312,0.892388,0.658503,0.457462,0.906178,0.495229,0.376823,0.807044,0.470087,0.365713,0.846915,0.390597,0.34615,0.949595,0.378018,0.454709,0.89893,0.524632,0.388043,0.812718,0.587474,0.418633,0.891441,0.520284,0.541005,0.882122,0.654467,0.254288,0.944353,0.683282,0.262727,0.868968,0.624932,0.237746,0.866158,0,0,0,0.482839,0.560569,0.814456,0.51602,0.566202,0.850138,0.516167,0.546679,0.698536,0.32371,0.465894,0.808389,0.319399,0.457543,0.887705,0.382409,0.463139,0.833853,0
0.586878,0.394084,0.894623,0.503303,0.382942,0.810417,0.45319,0.366351,0.834784,0.348434,0.338723,0.788429,0.243779,0.324881,0.756896,0.549199,0.391291,0.750299,0.678893,0.413469,0.786908,0.779377,0.435715,0.754728,0.386309,0.491064,0.776877,0.356983,0.496624,0.817983,0.511684,0.58232,0.83616,0.36525,0.585045,0.849761,0.419587,0.480019,0.721696,0.578457,0.493818,0.862011,0.637209,0.612958,0.78065,0.582853,0.385815,0.966497,0.591074,0.388528,0.100264,0.549304,0.363688,0.943367,0,0,0,0.695685,0.632301,0.728271,0.704042,0.629352,0.741015,0.620319,0.632339,0.837027,0.361032,0.629556,0.86662,0.348335,0.621163,0.813751,0.352511,0.568573,0.820698,0
0.486719,0.101335,0.933558,0.448845,0.142944,0.923663,0.365238,0.120693,0.825469,0.252127,0.182089,0.868602,0.218695,0.249084,0.852895,0.524311,0.162565,0.847227,0.649727,0.209877,0.870876,0.771006,0.23795,0.799222,0.314963,0.279831,0.63787,0.268922,0.265748,0.597555,0.390337,0.171022,0.873412,0.281343,0.304855,0.715264,0.352714,0.29916,0.59469,0.515802,0.232192,0.913004,0.377702,0.349488,0.828508,0.482277,0.0900435,0.896839,0.515706,0.0983721,0.958388,0.448996,0.0760995,0.913955,0.532567,0.095523,0.379737,0.449026,0.388402,0.832697,0.448788,0.374605,0.735425,0.348282,0.363439,0.734854,0.310717,0.343885,0.307477,0.289878,0.341126,0.24521,0.273162,0.315958,0.376908,0
0.486062,0.241837,0.880635,0.46078,0.264384,0.879962,0.378945,0.258854,0.955419,0.247048,0.239012,0.851303,0.133985,0.213218,0.882738,0.529973,0.275731,0.911672,0.555309,0.326786,0.921976,0.593,0.366408,0.848418,0.429442,0.366393,0.874799,0.385343,0.355188,0.85823,0.47339,0.408999,0.933825,0.42335,0.508137,0.866633,0.473563,0.372029,0.921025,0.479994,0.460021,0.834687,0.460938,0.511086,0.747402,0.473707,0.236134,0.986578,0.51721,0.238814,0.903805,0.429789,0.233208,0.889919,0.52403,0.235956,0.0669457,0.486008,0.527988,0.457094,0.498685,0.522347,0.460516,0.435587,0.525166,0.327772,0.473682,0.525217,0.72785,0.435926,0.530761,0.722054,0.416671,0.513819,0.688804,0
0.582814,0.297102,0.842172,0.565977,0.230022,0.78121,0.423715,0.249577,0.742932,0.302354,0.291564,0.795178,0.256437,0.369865,0.895229,0.712336,0.202102,0.728709,0.783572,0.146269,0.880148,0.883875,0.143433,0.916653,0.553444,0.389308,0.805112,0.482249,0.389449,0.750351,0.478041,0.52652,0.797687,0.394502,0.660515,0.839045,0.624728,0.383791,0.714928,0.754209,0.459457,0.875858,0.637159,0.565547,0.826465,0.54939,0.277555,0.834249,0.611899,0.277604,0.715421,0.507378,0.235597,0.375193,0.64956,0.224432,0.183308,0.624658,0.632647,0.826494,0.658003,0.624292,0.768158,0.616094,0.565462,0.756706,0.407018,0.716572,0.738079,0.377623,0.705409,0.763767,0.39031,0.660689,0.699733,0
0.606115,0.183496,0.861782,0.602617,0.186459,0.89599,0.581568,0.186257,0.847708,0.55013,0.208168,0.761981,0.546588,0.248851,0.752158,0.630398,0.197204,0.837483,0.644399,0.227047,0.763531,0.602367,0.251851,0.681439,0.577998,0.232591,0.793054,0.564011,0.229834,0.785143,0.592008,0.208116,0.780643,0.546707,0.251768,0.729445,0.59895,0.238084,0.833255,0.640913,0.22173,0.784613,0.661961,0.268024,0.543346,0.602604,0.178111,0.827249,0.619981,0.180736,0.777767,0.599011,0.170019,0.643072,0.626947,0.180771,0.547603,0,0,0,0,0,0,0.661887,0.270588,0.428945,0.546696,0.267929,0.535179,0.543063,0.262608,0.50031,0.543059,0.262506,0.584382,0
0.645411,0.276135,0.8952,0.628785,0.270749,0.859884,0.574295,0.254121,0.865858,0.461452,0.256772,0.846768,0.444592,0.27624,0.78424,0.691541,0.281823,0.91351,0.670698,0.351471,0.835268,0.616363,0.429286,0.834024,0.557707,0.379263,0.757662,0.524195,0.36536,0.744226,0.549153,0.320865,0.828408,0.453196,0.41827,0.760809,0.591194,0.390316,0.790265,0.712546,0.423806,0.892288,0.62465,0.53791,0.797675,0.624774,0.256912,0.875167,0.658073,0.26244,0.813693,0.615992,0.237362,0.824722,0.687356,0.256768,0.607384,0.691683,0.58236,0.771797,0.691667,0.568548,0.755455,0.595245,0.54614,0.720437,0.432172,0.448772,0.667499,0.411289,0.434898,0.724652,0.457248,0.432084,0.507415,0
0.638407,0.235154,0.831843,0.555997,0.251485,0.771168,0.532122,0.183311,0.587776,0.497613,0.164354,0.641188,0.563881,0.205093,0.814262,0.582668,0.325038,0.705126,0.57194,0.43134,0.633698,0.561363,0.545735,0.84747,0.362063,0.360415,0.50481,0.338167,0.327767,0.567725,0.521583,0.316833,0.865472,0.452389,0.532081,0.657359,0.385991,0.398607,0.346937,0.502931,0.412232,0.0813019,0.433888,0.488541,0.362766,0.6331,0.210591,0.885712,0.654311,0.229641,0.913594,0.601147,0.183364,0.884276,0,0,0,0,0,0,0,0,0,0.412446,0.488629,0.365719,0.518722,0.553927,0.259239,0.497524,0.570236,0.261139,0.428514,0.545766,0.608053,0
0.477819,0.144839,0.892971,0.505364,0.147578,0.873588,0.463041,0.161343,0.833928,0.435372,0.200082,0.81232,0.404011,0.255314,0.870084,0.54219,0.142077,0.849404,0.595546,0.211215,0.912142,0.564285,0.299558,0.880114,0.521879,0.340937,0.823029,0.494336,0.34363,0.820355,0.479583,0.43212,0.854409,0.488806,0.550945,0.821137,0.542258,0.338194,0.730163,0.553344,0.476214,0.86806,0.582666,0.608805,0.828389,0.466767,0.13375,0.620547,0.481481,0.128234,0.80227,0,0,0,0.507207,0.0979557,0.843216,0.582733,0.628135,0.410439,0.595666,0.622723,0.456025,0.580885,0.614402,0.513948,0.464792,0.597841,0.795912,0.459305,0.586737,0.80058,0.494431,0.561826,0.856587,0
0.58617,0.118551,0.8968,0.499891,0.0994972,0.551907,0.504011,0.0938891,0.70467,0.516328,0.143069,0.613701,0.563556,0.162072,0.755855,0.487598,0.0939548,0.262602,0.50199,0.252115,0.588773,0.56561,0.298281,0.694101,0.370533,0.311961,0.457004,0.38903,0.284742,0.439212,0.563522,0.360913,0.718315,0.569722,0.641636,0.602558,0.347989,0.336419,0.293217,0.524583,0.445529,0.548134,0.442445,0.660731,0.681388,0.586163,0.0967337,0.878844,0.598503,0.104935,0.26237,0.553291,0.0585366,0.827888,0,0,0,0.508139,0.707048,0.627769,0.504053,0.698875,0.551105,0.421912,0.679803,0.612404,0.645682,0.668924,0.644524,0.631312,0.679815,0.589538,0.553283,0.663503,0.556289,0
0.557644,0.279704,0.916485,0.549313,0.279711,0.854072,0.419724,0.282563,0.807961,0.281341,0.341054,0.885547,0.185221,0.304857,0.902945,0.678875,0.276925,0.808956,0.84217,0.34113,0.838268,0.859028,0.382878,0.756717,0.607856,0.46935,0.715869,0.532586,0.472216,0.693863,0.519987,0.619995,0.843025,0.532625,0.770611,0.78484,0.683064,0.463831,0.72228,0.745812,0.617282,0.823925,0.812868,0.801353,0.73681,0.53252,0.263044,0.840526,0.582753,0.260178,0.914872,0.486695,0.237929,0.783888,0.603637,0.232297,0.486223,0.78791,0.851599,0.662728,0.825495,0.848777,0.712899,0.821313,0.815277,0.498349,0.465598,0.812471,0.618276,0.45312,0.801301,0.609266,0.55761,0.790122,0.669198,0
0.549229,0.307651,0.864132,0.494946,0.285257,0.742005,0.486529,0.277011,0.846346,0.41968,0.243469,0.825033,0.36098,0.209854,0.850758,0.511669,0.296411,0.708272,0.515587,0.33275,0.427964,0.528321,0.368922,0.315232,0.398634,0.341133,0.755298,0.386068,0.343817,0.86121,0.486681,0.346843,0.929189,0.444724,0.410795,0.897594,0.411275,0.341014,0.710231,0.515583,0.343934,0.809511,0.486427,0.394201,0.77486,0.553396,0.302012,0.898432,0,0,0,0.549147,0.28527,0.79874,0,0,0,0.528449,0.405263,0.676921,0.524234,0.396864,0.667916,0.47399,0.402491,0.467272,0.482475,0.433054,0.876446,0.457386,0.43312,0.863714,0.427922,0.413571,0.859137,0
0.513638,0.355476,0.795623,0.522773,0.363723,0.861242,0.491945,0.363683,0.846904,0.450267,0.385402,0.871757,0.412282,0.388193,0.910769,0.555295,0.366344,0.818132,0.600623,0.382783,0.924052,0.649538,0.396284,0.835516,0.522712,0.469752,0.844476,0.5046,0.46715,0.839088,0.468393,0.464381,0.858155,0.455736,0.575968,0.911584,0.539016,0.469827,0.796345,0.559063,0.48901,0.914815,0.535425,0.597823,0.847776,0.50826,0.34195,0.616224,0.515545,0.341921,0.78138,0.501039,0.339,0.0531036,0.529956,0.339039,0.797019,0.546276,0.619669,0.760959,0.555306,0.619504,0.74302,0.528153,0.603359,0.825443,0.453856,0.597762,0.817483,0.44124,0.592308,0.851367,0.457553,0.581567,0.708592,0
0.463026,0.186259,0.906827,0.420759,0.150371,0.749372,0.426206,0.108928,0.766254,0.38386,0.0535062,0.871924,0.420718,0.031719,0.931157,0.422541,0.189133,0.543264,0.433597,0.269098,0.509239,0.483258,0.299596,0.837677,0.332329,0.205513,0.651831,0.345192,0.177993,0.641628,0.450173,0.241555,0.864516,0.42076,0.390699,0.796499,0.32124,0.227691,0.541537,0.417014,0.305081,0.816851,0.358082,0.43206,0.767169,0.468592,0.169792,0.834866,0.466741,0.191803,0.330955,0.463103,0.144759,0.874002,0,0,0,0.391239,0.470761,0.550988,0.38931,0.4625,0.513657,0.339644,0.445936,0.558304,0.464875,0.429276,0.76922,0.450211,0.429436,0.74841,0.407805,0.407198,0.709643,0
0.53975,0.228377,0.963141,0.507452,0.250083,0.883309,0.492225,0.247474,0.883199,0.486565,0.302233,0.739455,0.507358,0.356953,0.86711,0.522641,0.247495,0.750272,0.518837,0.307651,0.0726364,0,0,0,0.494151,0.376053,0.749694,0.478996,0.376147,0.701511,0.461785,0.381525,0.832666,0.459984,0.513052,0.849321,0.509289,0.370634,0.730199,0.570019,0.343222,0.893636,0.566203,0.469184,0.848107,0.5396,0.211938,0.951679,0.547302,0.222873,0.502819,0.520669,0.198171,0.834323,0,0,0,0.600364,0.47473,0.769287,0.598434,0.471846,0.800903,0.553041,0.485622,0.814682,0.469462,0.534938,0.79527,0.456195,0.53749,0.764122,0.458074,0.52115,0.696839,0
0.742251,0.0985539,0.900607,0.730541,0.109655,0.871156,0.70682,0.10134,0.944645,0.659962,0.101458,0.835949,0.652171,0.132041,0.709991,0.750069,0.12072,0.862933,0.801118,0.126398,0.87366,0.863836,0.132033,0.842339,0.691268,0.162776,0.756218,0.675584,0.159972,0.839815,0.765755,0.154335,0.727197,0.746232,0.210299,0.692785,0.703166,0.16549,0.768297,0.765988,0.154378,0.706988,0.746183,0.210178,0.584304,0.738451,0.0956848,0.8942,0.750066,0.0984175,0.797609,0.734252,0.0929274,0.815691,0.754004,0.0984757,0.204671,0.777564,0.226935,0.328839,0.773653,0.2186,0.30824,0.734572,0.21022,0.346698,0.777591,0.22419,0.62891,0.765959,0.226985,0.667877,0.738437,0.213066,0.641798,0
0.382997,0.32526,0.868413,0.397531,0.314533,0.927165,0.381149,0.325344,0.811813,0.352169,0.349858,0.857565,0.312415,0.377104,0.90037,0.412059,0.300849,0.881132,0.439155,0.328063,0.807361,0.444659,0.366175,0.858539,0.444681,0.393424,0.682508,0.435562,0.401671,0.664314,0.377615,0.382531,0.888786,0.410167,0.469652,0.825351,0.457385,0.382496,0.767618,0.422839,0.357865,0.882396,0.433777,0.450578,0.809612,0.377601,0.317192,0.577754,0.383071,0.317017,0.898194,0,0,0,0.393888,0.300815,0.774858,0.412012,0.47782,0.652481,0.421041,0.480524,0.627552,0.442777,0.464183,0.757895,0.399301,0.499659,0.464043,0.397477,0.494248,0.462078,0.413882,0.475164,0.451154,0
0.370455,0.260231,0.651671,0.383115,0.257475,0.834822,0.374121,0.265608,0.707007,0.359652,0.249248,0.279046,0.354205,0.249402,0.23776,0.386797,0.252072,0.864901,0.397704,0.26833,0.74296,0.38308,0.27097,0.7547,0.401248,0.295767,0.85644,0.397594,0.298476,0.836067,0.384966,0.333767,0.835359,0.390408,0.377401,0.742367,0.4103,0.295591,0.882548,0.41389,0.339139,0.8706,0.428389,0.382874,0.901301,0.36873,0.254808,0.343931,0.370472,0.252224,0.728588,0,0,0,0.375879,0.25196,0.686102,0.423008,0.388294,0.562079,0.426637,0.393727,0.63452,0.430268,0.38559,0.784189,0.386814,0.382815,0.569832,0.385006,0.380207,0.582573,0.395808,0.380076,0.676218,0
